date,sku,qty,price,revenue
2024-06-09,SKU_001,47,24,1128
2024-06-10,SKU_001,39,24,936
2024-06-11,SKU_001,47,24,1128
2024-06-12,SKU_001,44,24,1056
2024-06-13,SKU_001,46,24,1104
2024-06-14,SKU_001,51,24,1224
2024-06-15,SKU_001,41,24,984
2024-06-16,SKU_001,39,24,936
2024-06-17,SKU_001,39,24,936
2024-06-18,SKU_001,39,24,936
2024-06-19,SKU_001,42,24,1008
2024-06-20,SKU_001,44,24,1056
2024-06-21,SKU_001,44,24,1056
2024-06-22,SKU_001,46,24,1104
2024-06-23,SKU_001,43,24,1032
2024-06-24,SKU_001,49,24,1176
2024-06-25,SKU_001,41,24,984
2024-06-26,SKU_001,54,24,1296
2024-06-27,SKU_001,45,24,1080
2024-06-28,SKU_001,39,24,936
2024-06-29,SKU_001,38,24,912
2024-06-30,SKU_001,45,24,1080
2024-07-01,SKU_001,42,24,1008
2024-07-02,SKU_001,46,24,1104
2024-07-03,SKU_001,45,24,1080
2024-07-04,SKU_001,42,24,1008
2024-07-05,SKU_001,39,24,936
2024-07-06,SKU_001,36,24,864
2024-07-07,SKU_001,41,24,984
2024-07-08,SKU_001,46,24,1104
2024-07-09,SKU_001,43,24,1032
2024-07-10,SKU_001,37,24,888
2024-07-11,SKU_001,43,24,1032
2024-07-12,SKU_001,44,24,1056
2024-07-13,SKU_001,39,24,936
2024-07-14,SKU_001,43,24,1032
2024-07-15,SKU_001,43,24,1032
2024-07-16,SKU_001,38,24,912
2024-07-17,SKU_001,44,24,1056
2024-07-18,SKU_001,45,24,1080
2024-07-19,SKU_001,47,24,1128
2024-07-20,SKU_001,47,24,1128
2024-07-21,SKU_001,37,24,888
2024-07-22,SKU_001,38,24,912
2024-07-23,SKU_001,45,24,1080
2024-07-24,SKU_001,45,24,1080
2024-07-25,SKU_001,45,24,1080
2024-07-26,SKU_001,59,24,1416
2024-07-27,SKU_001,45,24,1080
2024-07-28,SKU_001,47,24,1128
2024-07-29,SKU_001,47,24,1128
2024-07-30,SKU_001,45,24,1080
2024-07-31,SKU_001,41,24,984
2024-08-01,SKU_001,46,24,1104
2024-08-02,SKU_001,39,24,936
2024-08-03,SKU_001,41,24,984
2024-08-04,SKU_001,40,24,960
2024-08-05,SKU_001,43,24,1032
2024-08-06,SKU_001,52,24,1248
2024-08-07,SKU_001,34,24,816
2024-08-08,SKU_001,45,24,1080
2024-08-09,SKU_001,36,24,864
2024-08-10,SKU_001,40,24,960
2024-08-11,SKU_001,47,24,1128
2024-08-12,SKU_001,43,24,1032
2024-08-13,SKU_001,38,24,912
2024-08-14,SKU_001,39,24,936
2024-08-15,SKU_001,45,24,1080
2024-08-16,SKU_001,39,24,936
2024-08-17,SKU_001,43,24,1032
2024-08-18,SKU_001,43,24,1032
2024-08-19,SKU_001,40,24,960
2024-08-20,SKU_001,52,24,1248
2024-08-21,SKU_001,45,24,1080
2024-08-22,SKU_001,34,24,816
2024-08-23,SKU_001,43,24,1032
2024-08-24,SKU_001,40,24,960
2024-08-25,SKU_001,46,24,1104
2024-08-26,SKU_001,39,24,936
2024-08-27,SKU_001,42,24,1008
2024-08-28,SKU_001,45,24,1080
2024-08-29,SKU_001,46,24,1104
2024-08-30,SKU_001,37,24,888
2024-08-31,SKU_001,41,24,984
2024-09-01,SKU_001,40,24,960
2024-09-02,SKU_001,40,24,960
2024-09-03,SKU_001,50,24,1200
2024-09-04,SKU_001,44,24,1056
2024-09-05,SKU_001,37,24,888
2024-09-06,SKU_001,46,24,1104
2024-09-07,SKU_001,52,24,1248
2024-09-08,SKU_001,47,24,1128
2024-09-09,SKU_001,36,24,864
2024-09-10,SKU_001,40,24,960
2024-09-11,SKU_001,48,24,1152
2024-09-12,SKU_001,39,24,936
2024-09-13,SKU_001,44,24,1056
2024-09-14,SKU_001,46,24,1104
2024-09-15,SKU_001,39,24,936
2024-09-16,SKU_001,42,24,1008
2024-09-17,SKU_001,29,24,696
2024-09-18,SKU_001,38,24,912
2024-09-19,SKU_001,41,24,984
2024-09-20,SKU_001,37,24,888
2024-09-21,SKU_001,50,24,1200
2024-09-22,SKU_001,36,24,864
2024-09-23,SKU_001,41,24,984
2024-09-24,SKU_001,43,24,1032
2024-09-25,SKU_001,49,24,1176
2024-09-26,SKU_001,36,24,864
2024-09-27,SKU_001,48,24,1152
2024-09-28,SKU_001,43,24,1032
2024-09-29,SKU_001,38,24,912
2024-09-30,SKU_001,44,24,1056
2024-10-01,SKU_001,43,24,1032
2024-10-02,SKU_001,40,24,960
2024-10-03,SKU_001,43,24,1032
2024-10-04,SKU_001,41,24,984
2024-10-05,SKU_001,43,24,1032
2024-10-06,SKU_001,45,24,1080
2024-10-07,SKU_001,49,24,1176
2024-10-08,SKU_001,37,24,888
2024-10-09,SKU_001,52,24,1248
2024-10-10,SKU_001,34,24,816
2024-10-11,SKU_001,42,24,1008
2024-10-12,SKU_001,45,24,1080
2024-10-13,SKU_001,44,24,1056
2024-10-14,SKU_001,40,24,960
2024-10-15,SKU_001,42,24,1008
2024-10-16,SKU_001,40,24,960
2024-10-17,SKU_001,40,24,960
2024-10-18,SKU_001,46,24,1104
2024-10-19,SKU_001,44,24,1056
2024-10-20,SKU_001,40,24,960
2024-10-21,SKU_001,46,24,1104
2024-10-22,SKU_001,44,24,1056
2024-10-23,SKU_001,46,24,1104
2024-10-24,SKU_001,45,24,1080
2024-10-25,SKU_001,39,24,936
2024-10-26,SKU_001,40,24,960
2024-10-27,SKU_001,46,24,1104
2024-10-28,SKU_001,45,24,1080
2024-10-29,SKU_001,42,24,1008
2024-10-30,SKU_001,43,24,1032
2024-10-31,SKU_001,48,24,1152
2024-11-01,SKU_001,40,24,960
2024-11-02,SKU_001,45,24,1080
2024-11-03,SKU_001,42,24,1008
2024-11-04,SKU_001,42,24,1008
2024-11-05,SKU_001,47,24,1128
2024-11-06,SKU_001,46,24,1104
2024-11-07,SKU_001,46,24,1104
2024-11-08,SKU_001,48,24,1152
2024-11-09,SKU_001,43,24,1032
2024-11-10,SKU_001,45,24,1080
2024-11-11,SKU_001,41,24,984
2024-11-12,SKU_001,44,24,1056
2024-11-13,SKU_001,42,24,1008
2024-11-14,SKU_001,43,24,1032
2024-11-15,SKU_001,45,24,1080
2024-11-16,SKU_001,39,24,936
2024-11-17,SKU_001,51,24,1224
2024-11-18,SKU_001,38,24,912
2024-11-19,SKU_001,37,24,888
2024-11-20,SKU_001,47,24,1128
2024-11-21,SKU_001,46,24,1104
2024-11-22,SKU_001,45,24,1080
2024-11-23,SKU_001,45,24,1080
2024-11-24,SKU_001,42,24,1008
2024-11-25,SKU_001,39,24,936
2024-11-26,SKU_001,43,24,1032
2024-11-27,SKU_001,40,24,960
2024-11-28,SKU_001,47,24,1128
2024-11-29,SKU_001,42,24,1008
2024-11-30,SKU_001,39,24,936
2024-12-01,SKU_001,41,24,984
2024-12-02,SKU_001,44,24,1056
2024-12-03,SKU_001,40,24,960
2024-12-04,SKU_001,39,24,936
2024-12-05,SKU_001,44,24,1056
2024-12-06,SKU_001,44,24,1056
2024-12-07,SKU_001,40,24,960
2024-12-08,SKU_001,40,24,960
2024-12-09,SKU_001,43,24,1032
2024-12-10,SKU_001,36,24,864
2024-12-11,SKU_001,36,24,864
2024-12-12,SKU_001,39,24,936
2024-12-13,SKU_001,42,24,1008
2024-12-14,SKU_001,44,24,1056
2024-12-15,SKU_001,49,24,1176
2024-12-16,SKU_001,46,24,1104
2024-12-17,SKU_001,42,24,1008
2024-12-18,SKU_001,42,24,1008
2024-12-19,SKU_001,38,24,912
2024-12-20,SKU_001,42,24,1008
2024-12-21,SKU_001,41,24,984
2024-12-22,SKU_001,44,24,1056
2024-12-23,SKU_001,39,24,936
2024-12-24,SKU_001,45,24,1080
2024-12-25,SKU_001,49,24,1176
2024-12-26,SKU_001,42,24,1008
2024-12-27,SKU_001,44,24,1056
2024-12-28,SKU_001,45,24,1080
2024-12-29,SKU_001,41,24,984
2024-12-30,SKU_001,43,24,1032
2024-01-01,SKU_002,41,28,1148
2024-01-02,SKU_002,41,28,1148
2024-01-03,SKU_002,53,28,1484
2024-01-04,SKU_002,76,28,2128
2024-01-05,SKU_002,64,28,1792
2024-01-06,SKU_002,93,28,2604
2024-01-07,SKU_002,22,28,616
2024-01-08,SKU_002,62,28,1736
2024-01-09,SKU_002,45,28,1260
2024-01-10,SKU_002,94,28,2632
2024-01-11,SKU_002,21,28,588
2024-01-12,SKU_002,20,28,560
2024-01-13,SKU_002,26,28,728
2024-01-14,SKU_002,0,28,0
2024-01-15,SKU_002,28,28,784
2024-01-16,SKU_002,22,28,616
2024-01-17,SKU_002,44,28,1232
2024-01-18,SKU_002,49,28,1372
2024-01-19,SKU_002,87,28,2436
2024-01-20,SKU_002,64,28,1792
2024-01-21,SKU_002,26,28,728
2024-01-22,SKU_002,18,28,504
2024-01-23,SKU_002,53,28,1484
2024-01-24,SKU_002,8,28,224
2024-01-25,SKU_002,86,28,2408
2024-01-26,SKU_002,70,28,1960
2024-01-27,SKU_002,29,28,812
2024-01-28,SKU_002,0,28,0
2024-01-29,SKU_002,74,28,2072
2024-01-30,SKU_002,38,28,1064
2024-01-31,SKU_002,71,28,1988
2024-02-01,SKU_002,1,28,28
2024-02-02,SKU_002,26,28,728
2024-02-03,SKU_002,41,28,1148
2024-02-04,SKU_002,42,28,1176
2024-02-05,SKU_002,29,28,812
2024-02-06,SKU_002,56,28,1568
2024-02-07,SKU_002,14,28,392
2024-02-08,SKU_002,37,28,1036
2024-02-09,SKU_002,43,28,1204
2024-02-10,SKU_002,53,28,1484
2024-02-11,SKU_002,58,28,1624
2024-02-12,SKU_002,13,28,364
2024-02-13,SKU_002,3,28,84
2024-02-14,SKU_002,72,28,2016
2024-02-15,SKU_002,49,28,1372
2024-02-16,SKU_002,22,28,616
2024-02-17,SKU_002,79,28,2212
2024-02-18,SKU_002,43,28,1204
2024-02-19,SKU_002,70,28,1960
2024-02-20,SKU_002,42,28,1176
2024-02-21,SKU_002,91,28,2548
2024-02-22,SKU_002,84,28,2352
2024-02-23,SKU_002,34,28,952
2024-02-24,SKU_002,64,28,1792
2024-02-25,SKU_002,56,28,1568
2024-02-26,SKU_002,74,28,2072
2024-02-27,SKU_002,17,28,476
2024-02-28,SKU_002,57,28,1596
2024-02-29,SKU_002,67,28,1876
2024-03-01,SKU_002,0,28,0
2024-03-02,SKU_002,11,28,308
2024-03-03,SKU_002,0,28,0
2024-03-04,SKU_002,34,28,952
2024-03-05,SKU_002,58,28,1624
2024-03-06,SKU_002,77,28,2156
2024-03-07,SKU_002,42,28,1176
2024-03-08,SKU_002,81,28,2268
2024-03-09,SKU_002,7,28,196
2024-03-10,SKU_002,0,28,0
2024-03-11,SKU_002,39,28,1092
2024-03-12,SKU_002,50,28,1400
2024-03-13,SKU_002,40,28,1120
2024-03-14,SKU_002,0,28,0
2024-03-15,SKU_002,38,28,1064
2024-03-16,SKU_002,8,28,224
2024-03-17,SKU_002,57,28,1596
2024-03-18,SKU_002,50,28,1400
2024-03-19,SKU_002,17,28,476
2024-03-20,SKU_002,28,28,784
2024-03-21,SKU_002,14,28,392
2024-03-22,SKU_002,39,28,1092
2024-03-23,SKU_002,64,28,1792
2024-03-24,SKU_002,16,28,448
2024-03-25,SKU_002,53,28,1484
2024-03-26,SKU_002,27,28,756
2024-03-27,SKU_002,21,28,588
2024-03-28,SKU_002,38,28,1064
2024-03-29,SKU_002,15,28,420
2024-03-30,SKU_002,27,28,756
2024-03-31,SKU_002,11,28,308
2024-04-01,SKU_002,89,28,2492
2024-04-02,SKU_002,41,28,1148
2024-04-03,SKU_002,23,28,644
2024-04-04,SKU_002,46,28,1288
2024-04-05,SKU_002,38,28,1064
2024-04-06,SKU_002,35,28,980
2024-04-07,SKU_002,56,28,1568
2024-04-08,SKU_002,59,28,1652
2024-04-09,SKU_002,27,28,756
2024-04-10,SKU_002,26,28,728
2024-04-11,SKU_002,34,28,952
2024-04-12,SKU_002,0,28,0
2024-04-13,SKU_002,3,28,84
2024-04-14,SKU_002,74,28,2072
2024-04-15,SKU_002,81,28,2268
2024-04-16,SKU_002,34,28,952
2024-04-17,SKU_002,55,28,1540
2024-04-18,SKU_002,48,28,1344
2024-04-19,SKU_002,116,28,3248
2024-04-20,SKU_002,68,28,1904
2024-04-21,SKU_002,37,28,1036
2024-04-22,SKU_002,17,28,476
2024-04-23,SKU_002,1,28,28
2024-04-24,SKU_002,46,28,1288
2024-04-25,SKU_002,22,28,616
2024-04-26,SKU_002,6,28,168
2024-04-27,SKU_002,25,28,700
2024-04-28,SKU_002,14,28,392
2024-04-29,SKU_002,82,28,2296
2024-04-30,SKU_002,62,28,1736
2024-05-01,SKU_002,40,28,1120
2024-05-02,SKU_002,77,28,2156
2024-05-03,SKU_002,42,28,1176
2024-05-04,SKU_002,19,28,532
2024-05-05,SKU_002,78,28,2184
2024-05-06,SKU_002,54,28,1512
2024-05-07,SKU_002,15,28,420
2024-05-08,SKU_002,36,28,1008
2024-05-09,SKU_002,19,28,532
2024-05-10,SKU_002,6,28,168
2024-05-11,SKU_002,63,28,1764
2024-05-12,SKU_002,87,28,2436
2024-05-13,SKU_002,6,28,168
2024-05-14,SKU_002,54,28,1512
2024-05-15,SKU_002,24,28,672
2024-05-16,SKU_002,29,28,812
2024-05-17,SKU_002,26,28,728
2024-05-18,SKU_002,19,28,532
2024-05-19,SKU_002,42,28,1176
2024-05-20,SKU_002,20,28,560
2024-05-21,SKU_002,47,28,1316
2024-05-22,SKU_002,39,28,1092
2024-05-23,SKU_002,35,28,980
2024-05-24,SKU_002,18,28,504
2024-05-25,SKU_002,26,28,728
2024-05-26,SKU_002,59,28,1652
2024-05-27,SKU_002,53,28,1484
2024-05-28,SKU_002,16,28,448
2024-05-29,SKU_002,43,28,1204
2024-05-30,SKU_002,59,28,1652
2024-05-31,SKU_002,0,28,0
2024-06-01,SKU_002,54,28,1512
2024-06-02,SKU_002,24,28,672
2024-06-03,SKU_002,55,28,1540
2024-06-04,SKU_002,22,28,616
2024-06-05,SKU_002,0,28,0
2024-06-06,SKU_002,0,28,0
2024-06-07,SKU_002,42,28,1176
2024-06-08,SKU_002,47,28,1316
2024-06-09,SKU_002,18,28,504
2024-06-10,SKU_002,56,28,1568
2024-06-11,SKU_002,0,28,0
2024-06-12,SKU_002,39,28,1092
2024-06-13,SKU_002,11,28,308
2024-06-14,SKU_002,24,28,672
2024-06-15,SKU_002,42,28,1176
2024-06-16,SKU_002,19,28,532
2024-06-17,SKU_002,31,28,868
2024-06-18,SKU_002,65,28,1820
2024-06-19,SKU_002,26,28,728
2024-06-20,SKU_002,61,28,1708
2024-06-21,SKU_002,13,28,364
2024-06-22,SKU_002,54,28,1512
2024-06-23,SKU_002,76,28,2128
2024-06-24,SKU_002,0,28,0
2024-06-25,SKU_002,21,28,588
2024-06-26,SKU_002,55,28,1540
2024-06-27,SKU_002,36,28,1008
2024-06-28,SKU_002,50,28,1400
2024-06-29,SKU_002,26,28,728
2024-06-30,SKU_002,43,28,1204
2024-07-01,SKU_002,37,28,1036
2024-07-02,SKU_002,69,28,1932
2024-07-03,SKU_002,47,28,1316
2024-07-04,SKU_002,49,28,1372
2024-07-05,SKU_002,30,28,840
2024-07-06,SKU_002,29,28,812
2024-07-07,SKU_002,30,28,840
2024-07-08,SKU_002,50,28,1400
2024-07-09,SKU_002,30,28,840
2024-07-10,SKU_002,48,28,1344
2024-07-11,SKU_002,92,28,2576
2024-07-12,SKU_002,62,28,1736
2024-07-13,SKU_002,32,28,896
2024-07-14,SKU_002,70,28,1960
2024-07-15,SKU_002,30,28,840
2024-07-16,SKU_002,0,28,0
2024-07-17,SKU_002,16,28,448
2024-07-18,SKU_002,0,28,0
2024-07-19,SKU_002,32,28,896
2024-07-20,SKU_002,41,28,1148
2024-07-21,SKU_002,82,28,2296
2024-07-22,SKU_002,49,28,1372
2024-07-23,SKU_002,35,28,980
2024-07-24,SKU_002,61,28,1708
2024-07-25,SKU_002,0,28,0
2024-07-26,SKU_002,46,28,1288
2024-07-27,SKU_002,59,28,1652
2024-07-28,SKU_002,4,28,112
2024-07-29,SKU_002,69,28,1932
2024-07-30,SKU_002,49,28,1372
2024-07-31,SKU_002,30,28,840
2024-08-01,SKU_002,56,28,1568
2024-08-02,SKU_002,96,28,2688
2024-08-03,SKU_002,45,28,1260
2024-08-04,SKU_002,47,28,1316
2024-08-05,SKU_002,29,28,812
2024-08-06,SKU_002,20,28,560
2024-08-07,SKU_002,61,28,1708
2024-08-08,SKU_002,19,28,532
2024-08-09,SKU_002,42,28,1176
2024-08-10,SKU_002,29,28,812
2024-08-11,SKU_002,52,28,1456
2024-08-12,SKU_002,49,28,1372
2024-08-13,SKU_002,66,28,1848
2024-08-14,SKU_002,28,28,784
2024-08-15,SKU_002,34,28,952
2024-08-16,SKU_002,16,28,448
2024-08-17,SKU_002,30,28,840
2024-08-18,SKU_002,50,28,1400
2024-08-19,SKU_002,59,28,1652
2024-08-20,SKU_002,18,28,504
2024-08-21,SKU_002,62,28,1736
2024-08-22,SKU_002,74,28,2072
2024-08-23,SKU_002,51,28,1428
2024-08-24,SKU_002,87,28,2436
2024-08-25,SKU_002,21,28,588
2024-08-26,SKU_002,10,28,280
2024-08-27,SKU_002,0,28,0
2024-08-28,SKU_002,77,28,2156
2024-08-29,SKU_002,57,28,1596
2024-08-30,SKU_002,39,28,1092
2024-08-31,SKU_002,47,28,1316
2024-09-01,SKU_002,13,28,364
2024-09-02,SKU_002,101,28,2828
2024-09-03,SKU_002,44,28,1232
2024-09-04,SKU_002,43,28,1204
2024-09-05,SKU_002,58,28,1624
2024-09-06,SKU_002,52,28,1456
2024-09-07,SKU_002,46,28,1288
2024-09-08,SKU_002,21,28,588
2024-09-09,SKU_002,52,28,1456
2024-09-10,SKU_002,87,28,2436
2024-09-11,SKU_002,74,28,2072
2024-09-12,SKU_002,80,28,2240
2024-09-13,SKU_002,28,28,784
2024-09-14,SKU_002,16,28,448
2024-09-15,SKU_002,37,28,1036
2024-09-16,SKU_002,42,28,1176
2024-09-17,SKU_002,67,28,1876
2024-09-18,SKU_002,0,28,0
2024-09-19,SKU_002,78,28,2184
2024-09-20,SKU_002,37,28,1036
2024-09-21,SKU_002,30,28,840
2024-09-22,SKU_002,16,28,448
2024-09-23,SKU_002,0,28,0
2024-09-24,SKU_002,61,28,1708
2024-09-25,SKU_002,42,28,1176
2024-09-26,SKU_002,9,28,252
2024-09-27,SKU_002,9,28,252
2024-09-28,SKU_002,32,28,896
2024-09-29,SKU_002,82,28,2296
2024-09-30,SKU_002,34,28,952
2024-10-01,SKU_002,4,28,112
2024-10-02,SKU_002,34,28,952
2024-10-03,SKU_002,34,28,952
2024-10-04,SKU_002,0,28,0
2024-10-05,SKU_002,39,28,1092
2024-10-06,SKU_002,35,28,980
2024-10-07,SKU_002,58,28,1624
2024-10-08,SKU_002,86,28,2408
2024-10-09,SKU_002,68,28,1904
2024-10-10,SKU_002,34,28,952
2024-10-11,SKU_002,13,28,364
2024-10-12,SKU_002,104,28,2912
2024-10-13,SKU_002,42,28,1176
2024-10-14,SKU_002,41,28,1148
2024-10-15,SKU_002,40,28,1120
2024-10-16,SKU_002,45,28,1260
2024-10-17,SKU_002,37,28,1036
2024-10-18,SKU_002,26,28,728
2024-10-19,SKU_002,27,28,756
2024-10-20,SKU_002,40,28,1120
2024-10-21,SKU_002,27,28,756
2024-10-22,SKU_002,23,28,644
2024-10-23,SKU_002,43,28,1204
2024-10-24,SKU_002,34,28,952
2024-10-25,SKU_002,77,28,2156
2024-10-26,SKU_002,0,28,0
2024-10-27,SKU_002,67,28,1876
2024-10-28,SKU_002,71,28,1988
2024-10-29,SKU_002,0,28,0
2024-10-30,SKU_002,32,28,896
2024-10-31,SKU_002,31,28,868
2024-11-01,SKU_002,6,28,168
2024-11-02,SKU_002,21,28,588
2024-11-03,SKU_002,13,28,364
2024-11-04,SKU_002,84,28,2352
2024-11-05,SKU_002,64,28,1792
2024-11-06,SKU_002,72,28,2016
2024-11-07,SKU_002,58,28,1624
2024-11-08,SKU_002,13,28,364
2024-11-09,SKU_002,28,28,784
2024-11-10,SKU_002,53,28,1484
2024-11-11,SKU_002,10,28,280
2024-11-12,SKU_002,58,28,1624
2024-11-13,SKU_002,35,28,980
2024-11-14,SKU_002,31,28,868
2024-11-15,SKU_002,58,28,1624
2024-11-16,SKU_002,51,28,1428
2024-11-17,SKU_002,32,28,896
2024-11-18,SKU_002,69,28,1932
2024-11-19,SKU_002,14,28,392
2024-11-20,SKU_002,56,28,1568
2024-11-21,SKU_002,55,28,1540
2024-11-22,SKU_002,33,28,924
2024-11-23,SKU_002,49,28,1372
2024-11-24,SKU_002,10,28,280
2024-11-25,SKU_002,63,28,1764
2024-11-26,SKU_002,36,28,1008
2024-11-27,SKU_002,28,28,784
2024-11-28,SKU_002,66,28,1848
2024-11-29,SKU_002,23,28,644
2024-11-30,SKU_002,6,28,168
2024-12-01,SKU_002,2,28,56
2024-12-02,SKU_002,55,28,1540
2024-12-03,SKU_002,9,28,252
2024-12-04,SKU_002,84,28,2352
2024-12-05,SKU_002,0,28,0
2024-12-06,SKU_002,82,28,2296
2024-12-07,SKU_002,46,28,1288
2024-12-08,SKU_002,38,28,1064
2024-12-09,SKU_002,27,28,756
2024-12-10,SKU_002,50,28,1400
2024-12-11,SKU_002,40,28,1120
2024-12-12,SKU_002,68,28,1904
2024-12-13,SKU_002,43,28,1204
